crop_path,label,game,src_image,x1,y1,x2,y2,frame_idx,player_id,role_name,left2right
dataset_v1/crops/game_35_H2__frame_117861__i384__f117861__p101.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_117861.jpg,609,433,643,512,117861,101,Left Central Back,1
dataset_v1/crops/game_35_H2__frame_117861__i385__f117861__p102.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_117861.jpg,760,434,798,516,117861,102,Central Forward,1
dataset_v1/crops/game_35_H2__frame_117861__i386__f117861__p107.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_117861.jpg,524,419,560,492,117861,107,Right Central Back,1
dataset_v1/crops/game_35_H2__frame_117861__i387__f117861__p108.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_117861.jpg,498,443,521,515,117861,108,Attacking Midfielder,1
dataset_v1/crops/game_35_H2__frame_117861__i388__f117861__p109.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_117861.jpg,571,534,603,619,117861,109,Left Winger,1
dataset_v1/crops/game_35_H2__frame_117861__i389__f117861__p110.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_117861.jpg,669,460,697,539,117861,110,Right Midfielder,1
dataset_v1/crops/game_35_H2__frame_117861__i390__f117861__p111.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_117861.jpg,361,473,390,541,117861,111,Right Winger,1
dataset_v1/crops/game_35_H2__frame_117861__i391__f117861__p112.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_117861.jpg,886,457,927,526,117861,112,Left Midfielder,1
dataset_v1/crops/game_35_H2__frame_117861__i392__f117861__p200.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_117861.jpg,99,558,145,640,117861,200,Right Back,0
dataset_v1/crops/game_35_H2__frame_117861__i393__f117861__p201.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_117861.jpg,458,434,494,514,117861,201,Attacking Midfielder,0
dataset_v1/crops/game_35_H2__frame_117861__i394__f117861__p203.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_117861.jpg,139,399,175,471,117861,203,Left Winger,0
dataset_v1/crops/game_35_H2__frame_117861__i395__f117861__p212.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_117861.jpg,1705,696,1733,755,117861,212,Left Midfielder,0
dataset_v1/crops/game_35_H2__frame_120977__i396__f120977__p102.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_120977.jpg,605,483,662,602,120977,102,Central Forward,1
dataset_v1/crops/game_35_H2__frame_120977__i397__f120977__p103.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_120977.jpg,478,540,528,665,120977,103,Left Back,1
dataset_v1/crops/game_35_H2__frame_120977__i398__f120977__p106.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_120977.jpg,1867,267,1920,365,120977,106,Right Back,1
dataset_v1/crops/game_35_H2__frame_120977__i399__f120977__p108.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_120977.jpg,1740,427,1784,534,120977,108,Attacking Midfielder,1
dataset_v1/crops/game_35_H2__frame_120977__i400__f120977__p109.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_120977.jpg,297,584,352,711,120977,109,Left Winger,1
dataset_v1/crops/game_35_H2__frame_120977__i401__f120977__p110.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_120977.jpg,1120,243,1169,324,120977,110,Right Midfielder,1
dataset_v1/crops/game_35_H2__frame_120977__i402__f120977__p111.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_120977.jpg,1308,307,1361,405,120977,111,Right Winger,1
dataset_v1/crops/game_35_H2__frame_120977__i403__f120977__p112.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_120977.jpg,1371,358,1413,449,120977,112,Left Midfielder,1
dataset_v1/crops/game_35_H2__frame_120977__i404__f120977__p200.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_120977.jpg,344,536,388,651,120977,200,Right Back,0
dataset_v1/crops/game_35_H2__frame_120977__i405__f120977__p202.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_120977.jpg,600,395,645,495,120977,202,Right Central Back,0
dataset_v1/crops/game_35_H2__frame_120977__i406__f120977__p208.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_120977.jpg,818,383,876,495,120977,208,Defensive Midfielder,0
dataset_v1/crops/game_35_H2__frame_120977__i407__f120977__p210.jpg,goalkeeper,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_120977.jpg,172,412,211,520,120977,210,Goalkeeper,0
dataset_v1/crops/game_35_H2__frame_120977__i408__f120977__p211.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_120977.jpg,1021,252,1064,338,120977,211,Left Back,0
dataset_v1/crops/game_35_H2__frame_120977__i409__f120977__p212.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_120977.jpg,1144,345,1187,438,120977,212,Left Midfielder,0
dataset_v1/crops/game_35_H2__frame_120977__i410__f120977__p213.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_120977.jpg,1617,409,1662,526,120977,213,Right Winger,0
dataset_v1/crops/game_35_H2__frame_125024__i411__f125024__p106.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125024.jpg,1184,172,1221,243,125024,106,Right Back,1
dataset_v1/crops/game_35_H2__frame_125024__i412__f125024__p109.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125024.jpg,188,691,248,832,125024,109,Left Winger,1
dataset_v1/crops/game_35_H2__frame_125024__i413__f125024__p110.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125024.jpg,1414,299,1454,406,125024,110,Right Midfielder,1
dataset_v1/crops/game_35_H2__frame_125024__i414__f125024__p112.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125024.jpg,974,397,1029,504,125024,112,Left Midfielder,1
dataset_v1/crops/game_35_H2__frame_125024__i415__f125024__p200.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125024.jpg,231,525,291,636,125024,200,Right Back,0
dataset_v1/crops/game_35_H2__frame_125024__i416__f125024__p202.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125024.jpg,455,314,501,418,125024,202,Right Central Back,0
dataset_v1/crops/game_35_H2__frame_125024__i417__f125024__p207.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125024.jpg,1017,478,1079,596,125024,207,Right Midfielder,0
dataset_v1/crops/game_35_H2__frame_125024__i418__f125024__p208.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125024.jpg,948,294,1012,388,125024,208,Defensive Midfielder,0
dataset_v1/crops/game_35_H2__frame_125024__i419__f125024__p211.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125024.jpg,952,205,1006,286,125024,211,Left Back,0
dataset_v1/crops/game_35_H2__frame_125024__i420__f125024__p212.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125024.jpg,839,369,873,468,125024,212,Left Midfielder,0
dataset_v1/crops/game_35_H2__frame_125317__i421__f125317__p102.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125317.jpg,952,485,1008,593,125317,102,Central Forward,1
dataset_v1/crops/game_35_H2__frame_125317__i422__f125317__p103.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125317.jpg,1552,588,1605,700,125317,103,Left Back,1
dataset_v1/crops/game_35_H2__frame_125317__i423__f125317__p106.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125317.jpg,1537,371,1577,463,125317,106,Right Back,1
dataset_v1/crops/game_35_H2__frame_125317__i424__f125317__p109.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125317.jpg,1233,631,1302,742,125317,109,Left Winger,1
dataset_v1/crops/game_35_H2__frame_125317__i425__f125317__p110.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125317.jpg,1786,426,1838,525,125317,110,Right Midfielder,1
dataset_v1/crops/game_35_H2__frame_125317__i426__f125317__p112.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125317.jpg,1294,436,1334,537,125317,112,Left Midfielder,1
dataset_v1/crops/game_35_H2__frame_125317__i427__f125317__p201.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125317.jpg,1410,350,1440,438,125317,201,Attacking Midfielder,0
dataset_v1/crops/game_35_H2__frame_125317__i428__f125317__p211.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125317.jpg,912,434,947,530,125317,211,Left Back,0
dataset_v1/crops/game_35_H2__frame_125744__i429__f125744__p103.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125744.jpg,1122,545,1185,655,125744,103,Left Back,1
dataset_v1/crops/game_35_H2__frame_125744__i430__f125744__p107.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125744.jpg,1089,544,1131,655,125744,107,Right Central Back,1
dataset_v1/crops/game_35_H2__frame_125744__i431__f125744__p109.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125744.jpg,1491,678,1563,798,125744,109,Left Winger,1
dataset_v1/crops/game_35_H2__frame_125744__i432__f125744__p111.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125744.jpg,1655,302,1688,376,125744,111,Right Winger,1
dataset_v1/crops/game_35_H2__frame_125744__i433__f125744__p112.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125744.jpg,1257,263,1302,335,125744,112,Left Midfielder,1
dataset_v1/crops/game_35_H2__frame_125744__i434__f125744__p200.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125744.jpg,839,445,888,541,125744,200,Right Back,0
dataset_v1/crops/game_35_H2__frame_125744__i435__f125744__p201.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125744.jpg,510,525,546,638,125744,201,Attacking Midfielder,0
dataset_v1/crops/game_35_H2__frame_125744__i436__f125744__p203.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125744.jpg,1434,329,1472,423,125744,203,Left Winger,0
dataset_v1/crops/game_35_H2__frame_125898__i437__f125898__p102.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125898.jpg,955,466,1056,625,125898,102,Central Forward,1
dataset_v1/crops/game_35_H2__frame_125898__i438__f125898__p103.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125898.jpg,719,619,784,784,125898,103,Left Back,1
dataset_v1/crops/game_35_H2__frame_125898__i439__f125898__p109.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125898.jpg,1837,836,1912,1034,125898,109,Left Winger,1
dataset_v1/crops/game_35_H2__frame_125898__i440__f125898__p200.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125898.jpg,1124,415,1169,552,125898,200,Right Back,0
dataset_v1/crops/game_35_H2__frame_125898__i441__f125898__p210.jpg,goalkeeper,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125898.jpg,704,468,774,629,125898,210,Goalkeeper,0
dataset_v1/crops/game_35_H2__frame_125898__i442__f125898__p212.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_125898.jpg,1387,475,1440,619,125898,212,Left Midfielder,0
dataset_v1/crops/game_35_H2__frame_129114__i443__f129114__p102.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_129114.jpg,502,321,551,431,129114,102,Central Forward,1
dataset_v1/crops/game_35_H2__frame_129114__i444__f129114__p108.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_129114.jpg,1649,339,1686,447,129114,108,Attacking Midfielder,1
dataset_v1/crops/game_35_H2__frame_129114__i445__f129114__p109.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_129114.jpg,1066,674,1134,823,129114,109,Left Winger,1
dataset_v1/crops/game_35_H2__frame_129114__i446__f129114__p110.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_129114.jpg,848,319,912,425,129114,110,Right Midfielder,1
dataset_v1/crops/game_35_H2__frame_129114__i447__f129114__p111.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_129114.jpg,1367,277,1403,374,129114,111,Right Winger,1
dataset_v1/crops/game_35_H2__frame_129114__i448__f129114__p112.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_129114.jpg,938,432,978,536,129114,112,Left Midfielder,1
dataset_v1/crops/game_35_H2__frame_129114__i449__f129114__p200.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_129114.jpg,3,707,55,849,129114,200,Right Back,0
dataset_v1/crops/game_35_H2__frame_129114__i450__f129114__p202.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_129114.jpg,374,310,415,419,129114,202,Right Central Back,0
dataset_v1/crops/game_35_H2__frame_129114__i451__f129114__p207.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_129114.jpg,1453,542,1504,677,129114,207,Right Midfielder,0
dataset_v1/crops/game_35_H2__frame_129114__i452__f129114__p208.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_129114.jpg,789,292,831,393,129114,208,Defensive Midfielder,0
dataset_v1/crops/game_35_H2__frame_129114__i453__f129114__p209.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_129114.jpg,102,420,158,548,129114,209,Left Central Back,0
dataset_v1/crops/game_35_H2__frame_129114__i454__f129114__p212.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_129114.jpg,1055,402,1099,503,129114,212,Left Midfielder,0
dataset_v1/crops/game_35_H2__frame_129114__i455__f129114__p214.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_129114.jpg,1552,289,1596,388,129114,214,Left Winger,0
dataset_v1/crops/game_35_H2__frame_131566__i456__f131566__p102.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_131566.jpg,987,507,1055,660,131566,102,Central Forward,1
dataset_v1/crops/game_35_H2__frame_131566__i457__f131566__p103.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_131566.jpg,1047,542,1111,692,131566,103,Left Back,1
dataset_v1/crops/game_35_H2__frame_131566__i458__f131566__p106.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_131566.jpg,1262,205,1309,324,131566,106,Right Back,1
dataset_v1/crops/game_35_H2__frame_131566__i459__f131566__p109.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_131566.jpg,565,742,634,923,131566,109,Left Winger,1
dataset_v1/crops/game_35_H2__frame_131566__i460__f131566__p110.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_131566.jpg,1624,445,1694,600,131566,110,Right Midfielder,1
dataset_v1/crops/game_35_H2__frame_131566__i461__f131566__p112.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_131566.jpg,1705,371,1779,500,131566,112,Left Midfielder,1
dataset_v1/crops/game_35_H2__frame_131566__i462__f131566__p200.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_131566.jpg,763,532,817,677,131566,200,Right Back,0
dataset_v1/crops/game_35_H2__frame_131566__i463__f131566__p202.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_131566.jpg,941,394,996,531,131566,202,Right Central Back,0
dataset_v1/crops/game_35_H2__frame_131566__i464__f131566__p207.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_131566.jpg,1613,601,1690,760,131566,207,Right Midfielder,0
dataset_v1/crops/game_35_H2__frame_131566__i465__f131566__p208.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_131566.jpg,1323,350,1395,499,131566,208,Defensive Midfielder,0
dataset_v1/crops/game_35_H2__frame_131566__i466__f131566__p210.jpg,goalkeeper,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_131566.jpg,544,398,629,545,131566,210,Goalkeeper,0
dataset_v1/crops/game_35_H2__frame_131566__i467__f131566__p211.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_131566.jpg,1068,258,1116,365,131566,211,Left Back,0
dataset_v1/crops/game_35_H2__frame_131566__i468__f131566__p212.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_131566.jpg,1356,479,1390,584,131566,212,Left Midfielder,0
dataset_v1/crops/game_35_H2__frame_131566__i469__f131566__p214.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_131566.jpg,1378,302,1454,443,131566,214,Left Winger,0
dataset_v1/crops/game_35_H2__frame_132557__i470__f132557__p101.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_132557.jpg,1339,634,1432,759,132557,101,Left Central Back,1
dataset_v1/crops/game_35_H2__frame_132557__i471__f132557__p102.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_132557.jpg,532,344,588,451,132557,102,Central Forward,1
dataset_v1/crops/game_35_H2__frame_132557__i472__f132557__p103.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_132557.jpg,1119,755,1187,873,132557,103,Left Back,1
dataset_v1/crops/game_35_H2__frame_132557__i473__f132557__p106.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_132557.jpg,889,277,939,369,132557,106,Right Back,1
dataset_v1/crops/game_35_H2__frame_132557__i474__f132557__p107.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_132557.jpg,1866,329,1903,434,132557,107,Right Central Back,1
dataset_v1/crops/game_35_H2__frame_132557__i475__f132557__p108.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_132557.jpg,1882,472,1920,577,132557,108,Attacking Midfielder,1
dataset_v1/crops/game_35_H2__frame_132557__i476__f132557__p109.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_132557.jpg,687,747,765,883,132557,109,Left Winger,1
dataset_v1/crops/game_35_H2__frame_132557__i477__f132557__p110.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_132557.jpg,665,383,729,489,132557,110,Right Midfielder,1
dataset_v1/crops/game_35_H2__frame_132557__i478__f132557__p111.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_132557.jpg,1290,151,1313,228,132557,111,Right Winger,1
dataset_v1/crops/game_35_H2__frame_132557__i479__f132557__p112.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_132557.jpg,768,507,839,598,132557,112,Left Midfielder,1
dataset_v1/crops/game_35_H2__frame_132557__i480__f132557__p200.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_132557.jpg,387,616,445,724,132557,200,Right Back,0
dataset_v1/crops/game_35_H2__frame_132557__i481__f132557__p201.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_132557.jpg,1099,261,1134,357,132557,201,Attacking Midfielder,0
dataset_v1/crops/game_35_H2__frame_132557__i482__f132557__p202.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_132557.jpg,484,331,520,427,132557,202,Right Central Back,0
dataset_v1/crops/game_35_H2__frame_132557__i483__f132557__p207.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_132557.jpg,188,710,248,839,132557,207,Right Midfielder,0
dataset_v1/crops/game_35_H2__frame_132557__i484__f132557__p208.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_132557.jpg,758,437,823,552,132557,208,Defensive Midfielder,0
dataset_v1/crops/game_35_H2__frame_132557__i485__f132557__p209.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_132557.jpg,304,381,353,487,132557,209,Left Central Back,0
dataset_v1/crops/game_35_H2__frame_132557__i486__f132557__p211.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_132557.jpg,606,254,634,342,132557,211,Left Back,0
dataset_v1/crops/game_35_H2__frame_132557__i487__f132557__p212.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_132557.jpg,796,546,847,662,132557,212,Left Midfielder,0
dataset_v1/crops/game_35_H2__frame_132557__i488__f132557__p213.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_132557.jpg,1626,422,1684,537,132557,213,Right Winger,0
dataset_v1/crops/game_35_H2__frame_132557__i489__f132557__p214.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_132557.jpg,963,354,1011,451,132557,214,Left Winger,0
dataset_v1/crops/game_35_H2__frame_134591__i490__f134591__p102.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_134591.jpg,1698,604,1743,699,134591,102,Central Forward,1
dataset_v1/crops/game_35_H2__frame_134591__i491__f134591__p114.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_134591.jpg,1848,434,1877,510,134591,114,Right Midfielder,1
dataset_v1/crops/game_35_H2__frame_134591__i492__f134591__p200.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_134591.jpg,1636,695,1679,790,134591,200,Right Back,0
dataset_v1/crops/game_35_H2__frame_134591__i493__f134591__p209.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_134591.jpg,1587,580,1639,671,134591,209,Left Central Back,0
dataset_v1/crops/game_35_H2__frame_134591__i494__f134591__p210.jpg,goalkeeper,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_134591.jpg,594,432,628,509,134591,210,Goalkeeper,0
dataset_v1/crops/game_35_H2__frame_134591__i495__f134591__p211.jpg,team_right,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_134591.jpg,1823,415,1857,494,134591,211,Left Back,0
dataset_v1/crops/game_35_H2__frame_136093__i496__f136093__p100.jpg,goalkeeper,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_136093.jpg,1348,305,1410,408,136093,100,Goalkeeper,1
dataset_v1/crops/game_35_H2__frame_136093__i497__f136093__p101.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_136093.jpg,1574,429,1643,530,136093,101,Left Central Back,1
dataset_v1/crops/game_35_H2__frame_136093__i498__f136093__p106.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_136093.jpg,223,236,262,325,136093,106,Right Back,1
dataset_v1/crops/game_35_H2__frame_136093__i499__f136093__p107.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_136093.jpg,899,283,942,374,136093,107,Right Central Back,1
dataset_v1/crops/game_35_H2__frame_136093__i500__f136093__p109.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_136093.jpg,1,957,76,1080,136093,109,Left Winger,1
dataset_v1/crops/game_35_H2__frame_136093__i501__f136093__p111.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_136093.jpg,1766,609,1852,725,136093,111,Right Winger,1
dataset_v1/crops/game_35_H2__frame_136093__i502__f136093__p112.jpg,team_left,game_35_H2,/home/anton/Desktop/skoltech/ML/Project/output_crops/game_35_H2/images/frame_136093.jpg,828,642,889,758,136093,112,Left Midfielder,1
